workerId	tasktype	q1	q1correct	q1err	q2	q2correct	q2err	q3	q3correct	q3err	q4	q4correct	q4err	q5	q5correct	q5err	q6	q6correct	q6err	q7	q7correct	q7err	q8	q8correct	q8err	age	gender	educ	chartuse	stats	resource	race	enjoyment	preq1	preq2a	preq2b	preq3	prescore	totaltime
as7gnc8em7nzdho9ljrhyf1oraeo32egtu16er0csal83nb3xr	c_p	70	0	-20	2.5	0	2.5	95	0	-5	95	0	-5	5	1	0	2.5	0	2.5	5	1	0	5	0	-40	18	female	high	rarely	often	no	asian	somewhatEnjoyable	10	30	21	4	1	1093
0oceqf0sygp05d2cdl8j4qjjorsc0pj8z928ggsdrwtzlcgzaor	c_p	25	0	-65	40	0	40	35	0	-65	60	0	-40	35	0	30	45	0	45	50	0	45	40	0	-5	25	male	high	never	veryoften	no	hispanic	slightlyEnjoyable	10	15	12	10	0	824
rvvw7ak797lqtxxgpqyskmx6rft4qt1tqko2eo66g6uzzg2e29	d_p	80	0	-10	0	1	0	100	1	0	100	1	0	20	0	15	0	1	0	20	0	15	45	1	0	25	male	high	rarely	often	no	white	moderatelyEnjoyable	25	30	48	45	2	874
0dyec5om6el2y7q994wjyvipq2g7ykea2m4xa53tzihyf1or	d_p	80	0	-10	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	40	0	-5	25	female	grad	rarely	often	no	white	somewhatEnjoyable	10	30	20	50	3	1160
3xrtok6qvjl7sjhvquzcnxw29mv4t5sa4ompo5764cavo647vi	c_p	98	0	8	20	0	20	90	0	-10	90	0	-10	75	0	70	50	0	50	25	0	20	100	0	55	35	female	other	sometimes	often	no	white	somewhatEnjoyable	20	20	40	25	0	1502
p4xyd3sj8zxqp3j1v45ay8pvimk4jihf7zh3iqin61yremte29	d_np	50	0	-40	2	0	2	99	0	-1	93	0	-7	30	0	25	0	1	0	3	0	-2	40	0	-5	45	male	high	sometimes	veryoften	no	white	moderatelyEnjoyable	25	66.6	46.6	40	1	1916
xt1gg8onjejmc2phmi49rudi4ecyk5ovxjpe1yq0g1xgrxusor	d_np	56	0	-34	5	0	5	98	0	-2	86	0	-14	15	0	10	1	0	1	28	0	23	28	0	-17	18	female	bach	rarely	sometimes	no	white	slightlyEnjoyable	25	30	23	95	2	775
e8vm4fqgn41bm647ohpr885minko4sk1vpulpwlo3refiozuxr	d_p	35	0	-55	2.5	0	2.5	95	0	-5	95	0	-5	7.5	0	2.5	2.5	0	2.5	35	0	30	35	0	-10	45	male	bach	sometimes	veryoften	no	white	moderatelyEnjoyable	25	30	23	20	2	1538
c4sfa4od4h8ixhltzsid1v2t9p0fevd5w6zvcrd7hkxnku766r	d_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	35	male	high	rarely	often	no	white	moderatelyEnjoyable	25	30	23	50	3	849
geonewn41bpy0vnlpznuvunmi45tosyvruurmuynx4gxgu2qpvi	d_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	10	0	5	90	0	45	35	male	high	sometimes	veryoften	no	white	moderatelyEnjoyable	25	25	20	20	2	933
0isfn3p1lno2z7b5qsjh3hm2t9x1sromp16py9dwit6eneqxgvi	c_p	100	0	10	50	0	50	40	0	-60	50	0	-50	50	0	45	40	0	40	30	0	25	50	0	5	55	male	high	rarely	sometimes	no	white	moderatelyEnjoyable	70	50	50	30	0	592
ej8i29pjuqhvgw4kx09hpvi2xznpu1mytlr2m9l0liqnnrk9	d_p	90	1	0	0	1	0	0	0	-100	100	1	0	20	0	15	0	1	0	0	0	-5	90	0	45	35	male	high	sometimes	veryoften	no	white	slightlyEnjoyable	40	15	50	20	0	885
hsxja49wvwrbviu4vg6uyds4iittqjkmchibm5h520kgh3q5mi	c_p	10	0	-80	75	0	75	80	0	-20	90	0	-10	90	0	85	5	0	5	10	0	5	20	0	-25	35	female	bach	never	often	no		notatallEnjoyable	25	60	50	2	1	1443
ry723d9c663c0yp6rruqbbj4iklljpyhgdv11nyb3a9n9x80k9	c_p	50	0	-40	10	0	10	95	0	-5	80	0	-20	30	0	25	10	0	10	30	0	25	50	0	5	55	male	bach	rarely	veryoften	no	white	moderatelyEnjoyable	25	30	23	4	2	1785
jbfkl6owpau15tf9gydl07ldidogh5jj5e21dlk6n4cq9w9udi	c_p	80	0	-10	60	0	60	100	1	0	100	1	0	10	0	5	1	0	1	40	0	35	20	0	-25	25	male	bach	rarely	often	no	asian	notatallEnjoyable	50	30	25	4	1	854
lnozjfgnhkhfz1gxfd7snhfrl83ztcpv0boa8gigm534bo6r	c_p	90	1	0	10	0	10	30	0	-70	95	0	-5	20	0	15	5	0	5	10	0	5	50	0	5	35	male	bach	sometimes	sometimes	no	asian	notatallEnjoyable	25	30	20	50	4	1602
3uhabqx7z6ij9kznmzmprs5rk9wiy0u4w1xjydw0r2id9ozuxr	d_p	50	0	-40	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	75	0	30	25	female	bach	often	veryoften	no	white	somewhatEnjoyable	25	60	53	20	1	650
7rf2nwxppovwmoywmqcqlzyqfrx4icmt50a2w7mppb25bl0udi	d_p	75	0	-15	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	25	0	20	75	0	30	25	female	high	sometimes	veryoften	no	white	somewhatEnjoyable	25	25	10	4	1	946
j15qzps867dqk9i1a5vh7iudihbac3tejvlsjczqsv5kk8d7vi	d_p	100	0	10	0	1	0	100	1	0	100	1	0	0	0	-5	0	1	0	0	0	-5	50	0	5	25	male	bach	rarely	rarely	no		moderatelyEnjoyable	25	25	30	10	1	887
daee8d6st9zbg4qivnrvn29kij1abokbmj1bncoi5a9bpgb9	d_p	40	0	-50	1	0	1	99	0	-1	99	0	-1	30	0	25	3	0	3	15	0	10	20	0	-25	35	male	bach	rarely	often	no	white	moderatelyEnjoyable	25	30	23	4	2	1467
wehqqqbe6dwl3f6a3ihrara4ibrwxbdl3c5aodwrbtnolgnwmi	d_p	60	0	-30	0	1	0	100	1	0	100	1	0	5	1	0	5	0	5	30	0	25	30	0	-15	45	female	bach	often	often	no	white	moderatelyEnjoyable	25	30	22	50	3	1787
sygddt387w7oq3lxnj24kj4ioyqw735tdji5m539967096bt9	c_p	48	0	-42	1	0	1	97	0	-3	98	0	-2	16	0	11	95	0	95	34	0	29	34	0	-11	18	male	bach	rarely	often	no	white	somewhatEnjoyable	25	30	20	50	4	1696
29xlbt1hxyqhpmhkuwrmkakyb9fopsdh58nfnf9ugad2pc1h5mi	c_p	10	0	-80	10	0	10	90	0	-10	10	0	-90	20	0	15	1	0	1	5	1	0	5	0	-40	55	male	grad	sometimes	sometimes	no	white	somewhatEnjoyable	25	30	20	4	3	585
rog6pqb2catqmk95x51ybke29m05vzui64yuo9simu26fg8pvi	d_np	12	0	-78	80	0	80	25	0	-75	72	0	-28	56	0	51	30	0	30	10	0	5	6	0	-39	35	female	grad	often	often	no	white	slightlyEnjoyable	20	23	5	15	0	667
i90tbg4q9nxx2883hpok49529ph2em8zm9zh6fvfzpyqxjq0k9	c_p	25	0	-65	10	0	10	35	0	-65	35	0	-65	20	0	15	40	0	40	35	0	30	25	0	-20	45	female	high	sometimes	veryoften	no	white	moderatelyEnjoyable	40	35	24	20	0	1856
tqcf90q22pba8es6nt5qj8aorbnbbnw7e7bllbpx0dlvw2vs4i	d_np	33	0	-57	66	0	66	99	0	-1	23	0	-77	33	0	28	9	0	9	2	0	-3	63	0	18	18	female	bach	veryoften	never	no	white	extremelyEnjoyable	20	99	33	66	0	3550
jmg72lvmpajsekg11oa9py14ikm1qe31662wy0wgkvg2ervn29	d_p	76	0	-14	12	0	12	95	0	-5	95	0	-5	22	0	17	10	0	10	58	0	53	80	0	35	25	male	high	veryoften	veryoften	no	white	moderatelyEnjoyable	50	35	8	20	0	1002
lk20xz7c2g5oec1k7qyyzaorc0l1jeykhy3c4s5qkpk1sv2t9	d_p	90	1	0	0	1	0	80	0	-20	100	1	0	10	0	5	5	0	5	50	0	45	50	0	5	25	male	other	never	veryoften	no	white	slightlyEnjoyable	15	75	15	10	0	2767
sd3ysb61rxgi05wqeux3i8uxrlz426trh65zcg0q9zwshpk3xr	c_p	25	0	-65	24.75	0	24.75	87.5	0	-12.5	99.75	0	-0.25	50	0	45	0.025	0	0.025	12.5	0	7.5	12.5	0	-32.5	25	female	grad	rarely	often	no	hispanic	slightlyEnjoyable	10	30	23.3333	20	1	1070
52tbwk1hkskmxi49az38ppsyvikda0t2b0660tswv7wy243g14i	d_p	25	0	-65	25	0	25	50	0	-50	50	0	-50	50	0	45	50	0	50	50	0	45	50	0	5	35	male	bach	sometimes	sometimes	no	black	slightlyEnjoyable	25	30	20	50	4	1118
7qg5xfotida2q2355zm9kq33di8hsmy816iqtp24e8tieijm7vi	c_p	90	1	0	0	1	0	99	0	-1	99	0	-1	30	0	25	1	0	1	10	0	5	50	0	5	25	female	other	sometimes	often	no	white	slightlyEnjoyable	25	30	24	50	3	1219
7lnqr1eacm8yxkocqsk8bsm7vidt3a2nyywhevlle25pv7bke29	d_p	80	0	-10	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	40	0	-5	25	female	bach	never	veryoften	no	white	extremelyEnjoyable	10	60	20	50	2	1636
q7dd3zvd23loiw0xsdsf6flxrlkzf2pcgdfsf2gji4gpq4cxr	d_p	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	25	female	bach	sometimes	often	no	white	somewhatEnjoyable	25	30	20	50	4	1474
hd6wilfeicmcpwxbl0nyu8frwuavdnm1z045n2ldgabw97ldi	d_np	50	0	-40	0	1	0	100	1	0	100	1	0	30	0	25	0	1	0	0	0	-5	50	0	5	25	male	bach	rarely	often	no	white	slightlyEnjoyable	40	30	20	20	2	681
1t8r29m5psafgcya4iyfsqncdiy5090y0n4oqbyfxhn34bo6r	d_p	8	0	-82	2	0	2	20	0	-80	10	0	-90	55	0	50	12	0	12	5	1	0	5	0	-40	55	male	high	rarely	veryoften	no	white	slightlyEnjoyable	10	30	23	15	1	932
8sjcmjd95b42r7p3bqf0nqaorrpkck34je1gm7tulvzgmbo6r	d_p	25	0	-65	10	0	10	50	0	-50	25	0	-75	20	0	15	40	0	40	35	0	30	20	0	-25	25	male	high	rarely	veryoften	no	hispanic	slightlyEnjoyable	10	30	35	20	1	750
jojc5q7sa914m28r0mvbtvs4iwk20o4gsuf2myh6hx2q4ims4i	d_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	18	male	high	often	sometimes	no	white	moderatelyEnjoyable	25	30	20	50	4	1819
s1m2v0qx8umdfc0q7bwhr529jjihy6mhsn486lqqzo143rf6r	d_p	70	0	-20	0	1	0	100	1	0	100	1	0	15	0	10	0	1	0	15	0	10	35	0	-10	25	female	high	sometimes	often	no	hispanic	moderatelyEnjoyable	25	30	46	4	2	1049
soud07z5s3n289qu0tnvcxr0wjjgmj2v19zvs3gol1w3tyb9	d_p	0	0	-90	34	0	34	45	0	-55	100	1	0	60	0	55	0	1	0	20	0	15	20	0	-25	25	male	bach	rarely	often	no	white	somewhatEnjoyable	25	30	23.3	4	2	1033
dayknccuubk6dbchjci23gnwmigib0apoj7gzwgmqa077bbuik9	c_p	95	0	5	0	1	0	100	1	0	95	0	-5	45	0	40	5	0	5	75	0	70	50	0	5	25	female	grad	never	often	no	white	somewhatEnjoyable	25	30	23	20	2	681
6p3zbohx749nlcvfrjmsp58kt905vhwot0a0ff15wpe1ivqme7b9	c_p	75	0	-15	0	1	0	85	0	-15	100	1	0	20	0	15	0	1	0	10	0	5	50	0	5	45	female	bach	never	veryoften	no	white	somewhatEnjoyable	25	25	75	15	1	922
93yzelejj3mpgq77of6gbke299651v13yupeja85583jqyqfr	d_p	80	0	-10	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	40	0	-5	35	male	bach	sometimes	often	no	white	somewhatEnjoyable	25	30	20	50	4	3101
be3josoln8o9ujbs3cb3uwhfrhfpwc64mvvd54tcssr5uq5mi	c_p	26	0	-64	13	0	13	73	0	-27	81	0	-19	33	0	28	0.3	0	0.3	12	0	7	13	0	-32	35	male	grad	often	often	no	white	moderatelyEnjoyable	25	30	20	80	3	1160
4flyq01c7fagid7hjl0049rudiyd0on7zaukvko3j2xyivsra4i	d_np	60	0	-30	65	0	65	60	0	-40	40	0	-60	30	0	25	20	0	20	80	0	75	75	0	30	25	female	high	rarely	veryoften	no	white	slightlyEnjoyable	25	30	20	50	4	556
mwg1rk84e8qswwh1h7xskyb9wwytnkro18ujreohwpwszia4i	c_p	55	0	-35	10	0	10	75	0	-25	38	0	-62	60	0	55	30	0	30	35	0	30	50	0	5	45	female	high	never	veryoften	no	white	moderatelyEnjoyable	40	25	20	95	1	2389
gjp1mhf607yaom0km4j6pqfrvmlaratt49nrra7gvc7rjm7vi	d_p	50	0	-40	15	0	15	75	0	-25	60	0	-40	25	0	20	35	0	35	11	0	6	9	0	-36	35	female	bach	rarely	often	no	white	moderatelyEnjoyable	25	30	20	50	4	1447
		60	0	-30	0	1	0	100	1	0	95	0	-5	20	0	15	5	0	5	20	0	15	30	0	-15	45	male	other	rarely	often	no	white	somewhatEnjoyable	25	30	23	50	3	
sv9b8b4h284ro1i8qhkhuxrb86xctrk8jp9zit5dep3z0k9	d_np	30	0	-60	10	0	10	50	0	-50	40	0	-60	20	0	15	40	0	40	30	0	25	10	0	-35	45	male		rarely	veryoften	no	white	slightlyEnjoyable	25	30	20	0.5	3	1888
e67klo59ia3wsdv8v9g9wl8frt6ogy4tbw4wsb36twng66r	d_p	75	0	-15	0	1	0	60	0	-40	100	1	0	10	0	5	0	1	0	10	0	5	80	0	35	45	male	high	sometimes	veryoften	no	white	moderatelyEnjoyable	25	30	15	10	2	1390
2bwsbplty4dzpoonmarb0jatt9ce1xmxsrm0kxgpc7vbdbwqaor	c_p	80	0	-10	0	1	0	100	1	0	100	1	0	4	0	-1	0	1	0	15	0	10	65	0	20	25	male	bach	rarely	often	no	white	moderatelyEnjoyable	25	30	20	4	3	780
cg2v2rzcpqwdiio4kd7gjsjorl6k7aha79stgtum2ain0o1or	c_p	20	0	-70	30	0	30	20	0	-80	50	0	-50	50	0	45	40	0	40	20	0	15	10	0	-35	18	male	bach	veryoften	sometimes	no	white	somewhatEnjoyable	20	25	35	20	0	1381
jm2nysmfvdpd5b7vu2hn3tyb9fl7aupxmxypw0igzq4z6nipb9	d_p	70	0	-20	5	0	5	100	1	0	100	1	0	30	0	25	10	0	10	30	0	25	70	0	25	45	male	high	never	veryoften	no	white	moderatelyEnjoyable	25	30	20	15	3	1335
zq8wwnxn1ug5sra18v8s8xgvib14x3pdnzoqhgrxnm3g7j5rk9	d_p	95	0	5	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	35	female	high	sometimes	veryoften	no	white	extremelyEnjoyable	10	30	10	95	1	1931
gtgfvo7ugddnhkmujfxhia4i92lvqop5n7zwp11rkawvlhaor	d_np	75	0	-15	5	0	5	99	0	-1	95	0	-5	10	0	5	5	0	5	25	0	20	50	0	5	25	female	bach	rarely	veryoften	no	white	slightlyEnjoyable	25	25	33	20	1	2064
zuwm5da2vckoongxxvkg9zfr5to6f4rqagr02p8oqvnf8q6w29	d_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	18	male	grad	sometimes	often	no	white	moderatelyEnjoyable	25	30	20	50	4	1860
ft31c5mp6nkie0d42x1yczncdi9gi13skjk7ihsb1w8ny6dvaemi	c_p	96	0	6	1	0	1	99	0	-1	99	0	-1	15	0	10	0.1	0	0.1	15	0	10	34	0	-11	25	female	grad	rarely	often	no	white	somewhatEnjoyable	25	30	23	10	2	1017
l2um5zznqu29cye3l5yeklnmimzcqhp94oqgs8br8b8y7xecdi	d_np	35	0	-55	50	0	50	95	0	-5	98	0	-2	68	0	63	98	0	98	17	0	12	17	0	-28	55	male	grad	sometimes	rarely	no	white	somewhatEnjoyable	25	30	22	50	3	1387
ab4ptfvj2njpkb7kr7w8c9pb9j2hx6lq7ynjo6hewc5kvmfgvi	c_p	75	0	-15	0	1	0	95	0	-5	90	0	-10	10	0	5	5	0	5	33	0	28	33	0	-12	25	male	high	rarely	veryoften	no	asian	slightlyEnjoyable	25	30	20	50	4	1469
e0y4jxmxunejc567cohag7gb957dz6gagn34os7oqwi5oupu8fr	c_p	80	0	-10	0	1	0	100	1	0	95	0	-5	10	0	5	5	0	5	10	0	5	90	0	45	25	male	bach	never	often	no	white	somewhatEnjoyable	25	30	20	50	4	1068
5oo9szksxvhtc6tp4x3594quxr2g12xm3mvsay7cixo649h5xw29	d_np	80	0	-10	20	0	20	20	0	-80	80	0	-20	80	0	75	80	0	80	70	0	65	80	0	35	45	female	high	rarely	veryoften	no	white	moderatelyEnjoyable	40	30	35	15	1	1094
u5oog95y9oq76m0mji5ecow29p2tux47v839ab3ep9ygidaemi	c_p	80	0	-10	70	0	70	20	0	-80	50	0	-50	50	0	45	70	0	70	50	0	45	60	0	15	25	male	bach	sometimes	often	no	white	moderatelyEnjoyable	100	25	6	95	0	688
f5sx1drv0k5uik85xffz3vunmi9wlf9kdhsoj2m2v8w6377m0a4i	c_p	50	0	-40	10	0	10	0	0	-100	100	1	0	50	0	45	0	1	0	1	0	-4	25	0	-20	25	male	high	never	veryoften	no	white	notatallEnjoyable	25	25	23.33	0.2	1	1799
uzq9oteo99qcr4d32tdzehfr2k3nlsktum2822bgvl0it138fr	d_np	10	0	-80	10	0	10	20	0	-80	20	0	-80	20	0	15	40	0	40	50	0	45	20	0	-25	35	female	grad	rarely	veryoften	no	white	somewhatEnjoyable	10	30	26	5	1	778
0kyvb0wi4fe29tq6jwyfzuxre9x5cv1qtbqtybfje22rqw7b9	c_p	25	0	-65	75	0	75	100	1	0	100	1	0	0	0	-5	5	0	5	5	1	0	10	0	-35	25	male	high	rarely	veryoften	no	white	notatallEnjoyable	25	30	20	80	3	1329
ib2hykifp6v4lg4kkc5deipb9xka1du2xifx2yfcjhnyfzuxr	d_p	60	0	-30	0	1	0	100	1	0	100	1	0	50	0	45	10	0	10	20	0	15	35	0	-10	18	male	high	sometimes	veryoften	no	white	somewhatEnjoyable	33	16	23	35	0	858
1abjif7v8twa8wp0y7uf0tfbt9qe60y93z9dmgd13eppdhg2e29	d_np	35	0	-55	0	1	0	100	1	0	100	1	0	15	0	10	0	1	0	15	0	10	35	0	-10	35	female	bach	never	veryoften	no	white	somewhatEnjoyable	25	30	23	4	2	1483
loeizy98ky9adw8c03blnmivdrmrnfs78d5jg8vpxqsvpldi	c_p	70	0	-20	2	0	2	70	0	-30	85	0	-15	15	0	10	15	0	15	2	0	-3	70	0	25	25	male	grad	often	sometimes	no	asian	moderatelyEnjoyable	20	30	20	4	2	1417
q8c63kljp2why26gil2q08uxrht0y0jvsy7tt654be4ca98uxr	d_np	70	0	-20	3	0	3	95	0	-5	95	0	-5	10	0	5	2	0	2	4	0	-1	70	0	25	45	male	bach	rarely	often	no	white	somewhatEnjoyable	25	25	23	20	1	1205
bwocbmo6wwvmwlknhuses714i8hf4tk6z7gomwjjz64fj0dx6r	c_p	62	0	-28	0	1	0	99	0	-1	98	0	-2	8	0	3	2	0	2	35	0	30	25	0	-20	25	male	bach	rarely	often	no	white	moderatelyEnjoyable	25	30	20	50	4	1383
qir19nso7pkqi156o79icnmiw4wec54x3o73sxjce7jfqd7vi	d_p	80	0	-10	10	0	10	80	0	-20	90	0	-10	10	0	5	50	0	50	75	0	70	40	0	-5	45	female	high	never	veryoften	no	white	notatallEnjoyable	25	16.6	20	0.5	2	3366
bnnnbynhv20ppoprraxidlsor11zj9l3lseekf2lid8ijqhncdi	d_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	90	0	45	18	female	high	rarely	veryoften	no	black	somewhatEnjoyable	25	30	15	80	2	761
4ihuwhe20chyp14487rp4uc8frkl40qcg962c1vcd98qss5g66r	c_p	50	0	-40	10	0	10	100	1	0	100	1	0	30	0	25	1	0	1	10	0	5	10	0	-35	25	male	bach	sometimes	often	no	black	somewhatEnjoyable	25	30	23.33	4	2	2805
s1v9jvf6kfy29b1dfngkfbt9ioxkmt70z3swyc17tjnjkmx6r	d_p	50	0	-40	50	0	50	50	0	-50	50	0	-50	50	0	45	50	0	50	10	0	5	50	0	5	45	female	bach	rarely	often	no	white	slightlyEnjoyable	50	50	10	20	0	1404
11jzbomkowk4s39va6xdy4x6r4kupzlrao58inzt4sig5zmpldi	d_p	90	1	0	0	1	0	100	1	0	100	1	0	1	0	-4	1	0	1	5	1	0	80	0	35	25	male	bach	rarely	veryoften	no	black	notatallEnjoyable	5	30	20	5	2	2832
695ltcy9ahqi1qqnpbix7axlxr0bf0vz9z4ex01av350h70c0udi	c_p	85	0	-5	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	5	1	0	90	0	45	45	male	bach	rarely	often	no	white	moderatelyEnjoyable	25	30	20	10	3	855
5djpgvnzgwzd2idgo5k298jjorf7flspodxj229u92dbgpn9udi	d_p	70	0	-20	0	1	0	100	1	0	100	1	0	30	0	25	0	1	0	0	0	-5	70	0	25	25	male	bach	rarely	often	no	white	moderatelyEnjoyable	10	30	232	20	1	1110
deuxrprzlyd6vj0ttzeo7833dihrbctwe1bb3mn40z80op6i529	d_np	95	0	5	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	25	female	bach	rarely	veryoften	no	white	moderatelyEnjoyable	40	6	6	8	0	1151
0ky93i6tgkf5elxiwmda7i7lditpiysk3qwmr4fh0wmavpldi	d_np	50	0	-40	50	0	50	65	0	-35	90	0	-10	80	0	75	90	0	90	50	0	45	55	0	10	25	male	bach	rarely	often	no	white	somewhatEnjoyable	25	30	45	4	2	867
q3uldpab3gy3emn4qefh9qkt997s1xsm1u1hmom98eja83kgldi	c_p	70	0	-20	0	1	0	100	1	0	100	1	0	3	0	-2	0	1	0	30	0	25	30	0	-15	25	female	bach	rarely	often	no	white	moderatelyEnjoyable	10	30	23	80	1	1915
hjkpe2ga4buqgae6iunaeb3xrso3g5boopk5jyj9chduh7u8fr	d_np	6	0	-84	10	0	10	2	0	-98	14	0	-86	12	0	7	50	0	50	45	0	40	60	0	15	18	female	bach	rarely	often	no	white	somewhatEnjoyable	25	25	12	40	1	409
97c22fgo3qhmm30vzgr4o0f6r51hbxf2hrg7ro9zy75d7eewmi	d_np	14	0	-76	0	1	0	100	1	0	80	0	-20	30	0	25	10	0	10	30	0	25	60	0	15	35	female	bach	never	often	no	white	notatallEnjoyable	10	30	30	20	1	831
9ak728w3gptvdmuyog5oy9zfr4gq3a1y5m9hbzv8trfvr7r2j4i	d_p	45	0	-45	30	0	30	80	0	-20	80	0	-20	50	0	45	10	0	10	40	0	35	40	0	-5	35	male	bach	often	sometimes	no	white	somewhatEnjoyable	25	30	23	5	2	884
lzpawl5iqg86kqqvn2fenrk9a4bjkgd0i7nawym398ukxogvi	d_p	80	0	-10	5	0	5	95	0	-5	99	0	-1	70	0	65	1	0	1	20	0	15	70	0	25	25	male	bach	often	sometimes	no	white	somewhatEnjoyable	25	30	20	50	4	1806
q6dv3r7zzsnpyvrioppq4cxrqh4ng9gck8vhu07vzj40wwmi	c_p	10	0	-80	90	0	90	30	0	-70	50	0	-50	50	0	45	30	0	30	20	0	15	25	0	-20	55	male	high	rarely	rarely	no	white	notatallEnjoyable	40	25	30	10	0	762
177aiitv2vp97i7rs5rk98d7yi3ck24kceotxt3gnwmi	d_p	80	0	-10	0	1	0	100	1	0	100	1	0	10	0	5	0	1	0	10	0	5	40	0	-5	45	male	grad	sometimes	often	no	white	moderatelyEnjoyable	25	30	20	4.5	3	1695
2ksi9f7cpaulf2vnwsxv0io1ormf5yym4rke5cci210d4cs1yvi	d_np	70	0	-20	0	1	0	100	1	0	100	1	0	0	0	-5	0	1	0	30	0	25	30	0	-15	18	female	bach	often	sometimes	no	white	moderatelyEnjoyable	25	30	23	50	3	1056
2be8h2ia55pxl1z0uubvsu4n29rj8k4gz4qqomq9kxcw068yqfr	d_np	30	0	-60	20	0	20	60	0	-40	30	0	-70	45	0	40	60	0	60	60	0	55	30	0	-15	25	female	high	never	veryoften	no	other	notatallEnjoyable	25	18	30	5	1	1473
caas4zswa3wsw47p71l1ve7b9q5ysdqzmgcjkrdvq39fcg14i	d_p	90	1	0	0	1	0	100	1	0	100	1	0	1	0	-4	0	1	0	5	1	0	30	0	-15	25	male	bach	rarely	veryoften	no	white	somewhatEnjoyable	25	30	20	40	3	2814
of74qy7kyfwddihfgh67uv7viilsv6zf43nh5tqj0kkno8ncdi	d_p	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	35	male	bach	sometimes	often	no	white	extremelyEnjoyable	25	30	20	8	3	2168
x7nfstisgciq6hfyfi27qfrkldqzk9q1jxvflu8lv8xxyldi	d_np	80	0	-10	10	0	10	70	0	-30	20	0	-80	80	0	75	50	0	50	40	0	35	50	0	5	45	male	grad	never	veryoften	no	asian	moderatelyEnjoyable	20	30	22	15	1	1184
pyxlf7uxwks12gc0bic0udiu4s9uj50r7kn61xblj345z5mi	d_p	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	25	male	bach	sometimes	veryoften	no	white	moderatelyEnjoyable	25	30	20	50	4	
50pg5xs3jy9iazd1ssx4huayvi5r2dm2f8ntzcqwbkahlryeqaor	d_p	80	0	-10	0	1	0	95	0	-5	97	0	-3	10	0	5	0	1	0	10	0	5	40	0	-5	25	male	bach	rarely	often	no	white	moderatelyEnjoyable	25	30	20	50	4	1201
d7m1yvhscmyhfl0ki3ki0ms4i61n5d2dbvp5vf04nyceihhbyb9	c_p	66	0	-24	0	1	0	100	1	0	100	1	0	33	0	28	0	1	0	5	1	0	75	0	30	25	male	grad	rarely	often	no	native	somewhatEnjoyable	20	30	20	50	3	1062
idgh8hgwd593wcgzpsyp3c8fr25qwvs9vu99h4hlp5n8lvoyldi	d_p	50	0	-40	0	1	0	100	1	0	100	1	0	0	0	-5	10	0	10	50	0	45	50	0	5	35	female	high	never	veryoften	no	white	moderatelyEnjoyable	10	75	30	20	0	1864
ghyft5liqcu1c63gcokhs38fr0n7q707gjh0cl7p0svq7st6gvi	c_p	60	0	-30	20	0	20	100	1	0	20	0	-80	10	0	5	20	0	20	40	0	35	50	0	5	18	female	bach	sometimes	rarely	yes	white	somewhatEnjoyable	46	1	4	1	0	1107
tfhptiyh4k3c262f9h5l2qpviyft94api7vkpc0cu35uhm2t9	d_np	50	0	-40	0	1	0	100	1	0	100	1	0	15	0	10	15	0	15	20	0	15	20	0	-25	35	female	high	never	veryoften	no	white	moderatelyEnjoyable	10	30	20	50	3	2095
6wv2pb4z3ppjd864i8bjd1jor6maulj9ielkai1u20xj07iizfr	d_np	90	1	0	0	1	0	100	1	0	100	1	0	5	1	0	0	1	0	5	1	0	45	1	0	18	female	high	often	sometimes	no	white	somewhatEnjoyable	10	30	23	5	1	1192
q3etju8u1vmccqpzq66flxrk00pv32rmk5txdof9znxqd7vi	d_np	70	0	-20	1	0	1	70	0	-30	92	0	-8	15	0	10	1	0	1	14	0	9	40	0	-5	25	male	grad		veryoften	no	white	moderatelyEnjoyable	25	30	20	50	4	1819
s0299r4qrqvia06guydlpu8fr9domm21euh2pawd0fbwt57b9	d_p	30	0	-60	5	0	5	90	0	-10	80	0	-20	15	0	10	15	0	15	10	0	5	40	0	-5	25	male	high	rarely	veryoften	no	white	notatallEnjoyable	10	30	50	10	1	2852
